policy,mean_sum_rate,std_sum_rate,mean_runtime_ms,std_runtime_ms,mean_quality_pct_best_available,mean_quality_pct_exact,mean_exact_gap_pct
ExactSmall,12.579991051450326,0.3663646342848828,6512.173295021057,1085.1815436884729,100.0,100.0,0.0
Greedy,1.6091008100667707,0.00023223459436924436,2.067899703979492,0.06920075699460085,12.80088862683757,12.80088862683757,87.19911137316242
LocalSearch,2.530596636752019,0.7052881356024722,20.78859806060791,1.8789587058790906,20.20600910920688,20.20600910920688,79.79399089079313
QIO-Default,2.983760100939605,0.5323164332237551,46.74687385559082,2.8569757154074633,23.77101738482998,23.77101738482998,76.22898261517003
QIO-HighQuality,2.5190387286426437,0.6962226899044694,380.44073581695557,12.401235584277744,20.11574156376826,20.11574156376826,79.88425843623175
