Users,Rate_Truth,Rate_QIO,Rate_GA,Rate_Greedy,Time_QIO,Time_GA
4,13.287856641840545,2.3426960563433235,9.209045757111351,1.65958639935211,175.78306198120117,13.629698753356934
8,0.0,13.119414243795868,12.411311292731796,1.5404003004862967,428.3451318740845,55.38184642791748
12,0.0,13.00756219581594,10.8588627670126,1.505457598498502,743.1056022644043,118.87400150299072
16,0.0,12.932765197755419,6.078999698334172,1.4889589737276914,1173.1845378875732,152.4742841720581
